"tenure","monthlycharges","churn","churn_risk"
25,"94.7","Yes","Likely to churn"
25,"90.4","Yes","Likely to churn"
25,"89.7","Yes","Likely to churn"
25,"89.5","Yes","Likely to churn"
25,"89.15","Yes","Likely to churn"
25,"89.1","Yes","Likely to churn"
25,"89.05","Yes","Likely to churn"
25,"88.95","Yes","Likely to churn"
25,"84.8","Yes","Likely to churn"
25,"79.85","Yes","Likely to churn"
25,"74.3","Yes","Likely to churn"
25,"70.95","Yes","Likely to churn"
25,"58.6","Yes","Likely to churn"
25,"34","Yes","Likely to churn"
25,"25.3","Yes","Likely to churn"
25,"24.75","Yes","Likely to churn"
24,"104.65","Yes","Likely to churn"
24,"104.25","Yes","Likely to churn"
24,"102.95","Yes","Likely to churn"
24,"101.25","Yes","Likely to churn"
24,"101.05","Yes","Likely to churn"
24,"99.3","Yes","Likely to churn"
24,"98.75","Yes","Likely to churn"
24,"96","Yes","Likely to churn"
24,"93.55","Yes","Likely to churn"
24,"93.15","Yes","Likely to churn"
24,"90.55","Yes","Likely to churn"
24,"90.35","Yes","Likely to churn"
24,"89.85","Yes","Likely to churn"
24,"80.25","Yes","Likely to churn"
24,"78.85","Yes","Likely to churn"
24,"76.1","Yes","Likely to churn"
24,"75.4","Yes","Likely to churn"
24,"55.65","Yes","Likely to churn"
24,"54.75","Yes","Likely to churn"
24,"54.15","Yes","Likely to churn"
24,"49.55","Yes","Likely to churn"
24,"40.65","Yes","Likely to churn"
24,"39.1","Yes","Likely to churn"
23,"106.4","Yes","Likely to churn"
23,"104.05","Yes","Likely to churn"
23,"99.85","Yes","Likely to churn"
23,"99.25","Yes","Likely to churn"
23,"94.75","Yes","Likely to churn"
23,"90.6","Yes","Likely to churn"
23,"90.05","Yes","Likely to churn"
23,"83.8","Yes","Likely to churn"
23,"81","Yes","Likely to churn"
23,"79.15","Yes","Likely to churn"
23,"75.6","Yes","Likely to churn"
23,"74.95","Yes","Likely to churn"
23,"48.35","Yes","Likely to churn"
22,"101.35","Yes","Likely to churn"
22,"100.75","Yes","Likely to churn"
22,"96.7","Yes","Likely to churn"
22,"94.7","Yes","Likely to churn"
22,"94.65","Yes","Likely to churn"
22,"90.5","Yes","Likely to churn"
22,"90","Yes","Likely to churn"
22,"89.4","Yes","Likely to churn"
22,"89.25","Yes","Likely to churn"
22,"85.1","Yes","Likely to churn"
22,"84.3","Yes","Likely to churn"
22,"83.3","Yes","Likely to churn"
22,"79.35","Yes","Likely to churn"
22,"79.2","Yes","Likely to churn"
22,"74.4","Yes","Likely to churn"
22,"69.5","Yes","Likely to churn"
22,"69.25","Yes","Likely to churn"
22,"67.5","Yes","Likely to churn"
22,"61.15","Yes","Likely to churn"
22,"59","Yes","Likely to churn"
22,"55.15","Yes","Likely to churn"
22,"55.15","Yes","Likely to churn"
22,"54.45","Yes","Likely to churn"
22,"54.2","Yes","Likely to churn"
22,"48.8","Yes","Likely to churn"
22,"43.75","Yes","Likely to churn"
22,"40.05","Yes","Likely to churn"
21,"111.2","Yes","Likely to churn"
21,"106.1","Yes","Likely to churn"
21,"104.4","Yes","Likely to churn"
21,"104.4","Yes","Likely to churn"
21,"103.9","Yes","Likely to churn"
21,"102.8","Yes","Likely to churn"
21,"97.35","Yes","Likely to churn"
21,"96.8","Yes","Likely to churn"
21,"94.25","Yes","Likely to churn"
21,"86.5","Yes","Likely to churn"
21,"82.35","Yes","Likely to churn"
21,"77.5","Yes","Likely to churn"
21,"74.05","Yes","Likely to churn"
21,"69.1","Yes","Likely to churn"
21,"60.05","Yes","Likely to churn"
21,"55.95","Yes","Likely to churn"
21,"41.9","Yes","Likely to churn"
20,"105.85","Yes","Likely to churn"
20,"98.55","Yes","Likely to churn"
20,"94.55","Yes","Likely to churn"
20,"94.1","Yes","Likely to churn"
20,"90.8","Yes","Likely to churn"
20,"90.2","Yes","Likely to churn"
20,"89","Yes","Likely to churn"
20,"88.7","Yes","Likely to churn"
20,"85.8","Yes","Likely to churn"
20,"85.25","Yes","Likely to churn"
20,"82.4","Yes","Likely to churn"
20,"79.15","Yes","Likely to churn"
20,"73.65","Yes","Likely to churn"
20,"71.3","Yes","Likely to churn"
20,"70.45","Yes","Likely to churn"
20,"61.6","Yes","Likely to churn"
20,"24.45","Yes","Likely to churn"
20,"19.4","Yes","Likely to churn"
19,"106.6","Yes","Likely to churn"
19,"103.3","Yes","Likely to churn"
19,"100.95","Yes","Likely to churn"
19,"100","Yes","Likely to churn"
19,"99.95","Yes","Likely to churn"
19,"95.9","Yes","Likely to churn"
19,"95.15","Yes","Likely to churn"
19,"90.6","Yes","Likely to churn"
19,"89.65","Yes","Likely to churn"
19,"88.2","Yes","Likely to churn"
19,"86","Yes","Likely to churn"
19,"83.65","Yes","Likely to churn"
19,"79.85","Yes","Likely to churn"
19,"78.25","Yes","Likely to churn"
19,"73.85","Yes","Likely to churn"
19,"73.2","Yes","Likely to churn"
19,"55","Yes","Likely to churn"
19,"44.85","Yes","Likely to churn"
19,"39.65","Yes","Likely to churn"
18,"99.85","Yes","Likely to churn"
18,"99.75","Yes","Likely to churn"
18,"99.4","Yes","Likely to churn"
18,"96.05","Yes","Likely to churn"
18,"95.45","Yes","Likely to churn"
18,"95.15","Yes","Likely to churn"
18,"94.7","Yes","Likely to churn"
18,"90.7","Yes","Likely to churn"
18,"90.1","Yes","Likely to churn"
18,"90","Yes","Likely to churn"
18,"88.35","Yes","Likely to churn"
18,"85.45","Yes","Likely to churn"
18,"85.2","Yes","Likely to churn"
18,"82","Yes","Likely to churn"
18,"80.65","Yes","Likely to churn"
18,"78.55","Yes","Likely to churn"
18,"57.45","Yes","Likely to churn"
18,"49.55","Yes","Likely to churn"
18,"49.4","Yes","Likely to churn"
18,"48.35","Yes","Likely to churn"
18,"39.05","Yes","Likely to churn"
18,"35","Yes","Likely to churn"
18,"33.5","Yes","Likely to churn"
18,"20.15","Yes","Likely to churn"
17,"104.2","Yes","Likely to churn"
17,"100.45","Yes","Likely to churn"
17,"98.6","Yes","Likely to churn"
17,"94.4","Yes","Likely to churn"
17,"94.4","Yes","Likely to churn"
17,"93.85","Yes","Likely to churn"
17,"92.55","Yes","Likely to churn"
17,"91.85","Yes","Likely to churn"
17,"90.2","Yes","Likely to churn"
17,"89.4","Yes","Likely to churn"
17,"89.15","Yes","Likely to churn"
17,"88.25","Yes","Likely to churn"
17,"85.45","Yes","Likely to churn"
17,"85.35","Yes","Likely to churn"
17,"81.5","Yes","Likely to churn"
17,"80.85","Yes","Likely to churn"
17,"76.65","Yes","Likely to churn"
17,"76.45","Yes","Likely to churn"
17,"70.4","Yes","Likely to churn"
17,"70","Yes","Likely to churn"
17,"69","Yes","Likely to churn"
17,"64.7","Yes","Likely to churn"
17,"55.85","Yes","Likely to churn"
17,"51.5","Yes","Likely to churn"
17,"45.05","Yes","Likely to churn"
17,"24.1","Yes","Likely to churn"
16,"100","Yes","Likely to churn"
16,"98.75","Yes","Likely to churn"
16,"96.4","Yes","Likely to churn"
16,"96.15","Yes","Likely to churn"
16,"95.6","Yes","Likely to churn"
16,"94.45","Yes","Likely to churn"
16,"94.25","Yes","Likely to churn"
16,"93.2","Yes","Likely to churn"
16,"89.45","Yes","Likely to churn"
16,"89.05","Yes","Likely to churn"
16,"88.45","Yes","Likely to churn"
16,"86.6","Yes","Likely to churn"
16,"85.35","Yes","Likely to churn"
16,"84.95","Yes","Likely to churn"
16,"84.75","Yes","Likely to churn"
16,"81","Yes","Likely to churn"
16,"74.3","Yes","Likely to churn"
16,"73.85","Yes","Likely to churn"
16,"72.65","Yes","Likely to churn"
16,"71.8","Yes","Likely to churn"
16,"65.2","Yes","Likely to churn"
16,"59.4","Yes","Likely to churn"
16,"53.9","Yes","Likely to churn"
16,"50.15","Yes","Likely to churn"
16,"49.95","Yes","Likely to churn"
16,"39","Yes","Likely to churn"
16,"20.25","Yes","Likely to churn"
16,"19.7","Yes","Likely to churn"
15,"105.1","Yes","Likely to churn"
15,"101.35","Yes","Likely to churn"
15,"101.25","Yes","Likely to churn"
15,"101.1","Yes","Likely to churn"
15,"99.1","Yes","Likely to churn"
15,"96.3","Yes","Likely to churn"
15,"93.35","Yes","Likely to churn"
15,"89.85","Yes","Likely to churn"
15,"88.15","Yes","Likely to churn"
15,"86.2","Yes","Likely to churn"
15,"85.9","Yes","Likely to churn"
15,"85.6","Yes","Likely to churn"
15,"84.3","Yes","Likely to churn"
15,"83.05","Yes","Likely to churn"
15,"80.2","Yes","Likely to churn"
15,"79.75","Yes","Likely to churn"
15,"79.4","Yes","Likely to churn"
15,"76","Yes","Likely to churn"
15,"75.65","Yes","Likely to churn"
15,"75.3","Yes","Likely to churn"
15,"74.9","Yes","Likely to churn"
15,"74.45","Yes","Likely to churn"
15,"74.4","Yes","Likely to churn"
15,"74.2","Yes","Likely to churn"
15,"69","Yes","Likely to churn"
15,"64.65","Yes","Likely to churn"
15,"59.45","Yes","Likely to churn"
15,"58.6","Yes","Likely to churn"
15,"55.7","Yes","Likely to churn"
15,"55","Yes","Likely to churn"
15,"51.55","Yes","Likely to churn"
15,"49.1","Yes","Likely to churn"
15,"29.7","Yes","Likely to churn"
15,"25.4","Yes","Likely to churn"
15,"20","Yes","Likely to churn"
15,"19.75","Yes","Likely to churn"
15,"19.4","Yes","Likely to churn"
14,"105.95","Yes","Likely to churn"
14,"104.85","Yes","Likely to churn"
14,"100.55","Yes","Likely to churn"
14,"100.2","Yes","Likely to churn"
14,"91.65","Yes","Likely to churn"
14,"90.9","Yes","Likely to churn"
14,"90.45","Yes","Likely to churn"
14,"89.95","Yes","Likely to churn"
14,"89.8","Yes","Likely to churn"
14,"89.65","Yes","Likely to churn"
14,"87.25","Yes","Likely to churn"
14,"86.3","Yes","Likely to churn"
14,"86.1","Yes","Likely to churn"
14,"85.15","Yes","Likely to churn"
14,"80.45","Yes","Likely to churn"
14,"78.95","Yes","Likely to churn"
14,"75.35","Yes","Likely to churn"
14,"74.95","Yes","Likely to churn"
14,"74.3","Yes","Likely to churn"
14,"71","Yes","Likely to churn"
14,"65.45","Yes","Likely to churn"
14,"64.7","Yes","Likely to churn"
14,"50.75","Yes","Likely to churn"
14,"46.35","Yes","Likely to churn"
13,"106.9","Yes","Likely to churn"
13,"102.25","Yes","Likely to churn"
13,"100.8","Yes","Likely to churn"
13,"100.35","Yes","Likely to churn"
13,"99","Yes","Likely to churn"
13,"98.15","Yes","Likely to churn"
13,"98","Yes","Likely to churn"
13,"96.65","Yes","Likely to churn"
13,"96.65","Yes","Likely to churn"
13,"95.25","Yes","Likely to churn"
13,"95.05","Yes","Likely to churn"
13,"94.1","Yes","Likely to churn"
13,"91.1","Yes","Likely to churn"
13,"90.5","Yes","Likely to churn"
13,"89.4","Yes","Likely to churn"
13,"89.05","Yes","Likely to churn"
13,"88.35","Yes","Likely to churn"
13,"84.6","Yes","Likely to churn"
13,"84.45","Yes","Likely to churn"
13,"84.05","Yes","Likely to churn"
13,"83.2","Yes","Likely to churn"
13,"82","Yes","Likely to churn"
13,"81.15","Yes","Likely to churn"
13,"80.85","Yes","Likely to churn"
13,"79.8","Yes","Likely to churn"
13,"79.25","Yes","Likely to churn"
13,"75.3","Yes","Likely to churn"
13,"75","Yes","Likely to churn"
13,"74.4","Yes","Likely to churn"
13,"74.3","Yes","Likely to churn"
13,"70.15","Yes","Likely to churn"
13,"55.95","Yes","Likely to churn"
13,"54.45","Yes","Likely to churn"
13,"48.75","Yes","Likely to churn"
13,"45.55","Yes","Likely to churn"
13,"35.1","Yes","Likely to churn"
13,"31.05","Yes","Likely to churn"
13,"23.9","Yes","Likely to churn"
12,"112.95","Yes","Likely to churn"
12,"106.7","Yes","Likely to churn"
12,"101.35","Yes","Likely to churn"
12,"100.15","Yes","Likely to churn"
12,"99.95","Yes","Likely to churn"
12,"99.7","Yes","Likely to churn"
12,"99.45","Yes","Likely to churn"
12,"98.9","Yes","Likely to churn"
12,"98.1","Yes","Likely to churn"
12,"96.05","Yes","Likely to churn"
12,"96","Yes","Likely to churn"
12,"95.5","Yes","Likely to churn"
12,"94.2","Yes","Likely to churn"
12,"91.3","Yes","Likely to churn"
12,"89.75","Yes","Likely to churn"
12,"89.4","Yes","Likely to churn"
12,"84.5","Yes","Likely to churn"
12,"84.45","Yes","Likely to churn"
12,"83.8","Yes","Likely to churn"
12,"81.7","Yes","Likely to churn"
12,"80.85","Yes","Likely to churn"
12,"80.45","Yes","Likely to churn"
12,"78.95","Yes","Likely to churn"
12,"78.3","Yes","Likely to churn"
12,"78.1","Yes","Likely to churn"
12,"74.05","Yes","Likely to churn"
12,"73.75","Yes","Likely to churn"
12,"61.65","Yes","Likely to churn"
12,"59.8","Yes","Likely to churn"
12,"56.65","Yes","Likely to churn"
12,"53.65","Yes","Likely to churn"
12,"50.25","Yes","Likely to churn"
12,"45.4","Yes","Likely to churn"
12,"44.55","Yes","Likely to churn"
12,"43.65","Yes","Likely to churn"
12,"29.2","Yes","Likely to churn"
12,"19.8","Yes","Likely to churn"
12,"19","Yes","Likely to churn"
11,"104.05","Yes","Likely to churn"
11,"102","Yes","Likely to churn"
11,"100.75","Yes","Likely to churn"
11,"99.55","Yes","Likely to churn"
11,"99.5","Yes","Likely to churn"
11,"97.85","Yes","Likely to churn"
11,"96.2","Yes","Likely to churn"
11,"95.15","Yes","Likely to churn"
11,"95","Yes","Likely to churn"
11,"94","Yes","Likely to churn"
11,"90.15","Yes","Likely to churn"
11,"89.7","Yes","Likely to churn"
11,"84.8","Yes","Likely to churn"
11,"80.5","Yes","Likely to churn"
11,"79.5","Yes","Likely to churn"
11,"76.5","Yes","Likely to churn"
11,"74.95","Yes","Likely to churn"
11,"74.95","Yes","Likely to churn"
11,"74.55","Yes","Likely to churn"
11,"74.35","Yes","Likely to churn"
11,"73.85","Yes","Likely to churn"
11,"73.5","Yes","Likely to churn"
11,"66.35","Yes","Likely to churn"
11,"53.75","Yes","Likely to churn"
11,"48.55","Yes","Likely to churn"
11,"44.05","Yes","Likely to churn"
11,"41.6","Yes","Likely to churn"
11,"23.15","Yes","Likely to churn"
11,"20.1","Yes","Likely to churn"
11,"19.95","Yes","Likely to churn"
11,"19.25","Yes","Likely to churn"
10,"110.1","Yes","Likely to churn"
10,"104.4","Yes","Likely to churn"
10,"102.1","Yes","Likely to churn"
10,"100.6","Yes","Likely to churn"
10,"100.25","Yes","Likely to churn"
10,"99.85","Yes","Likely to churn"
10,"98.7","Yes","Likely to churn"
10,"98.55","Yes","Likely to churn"
10,"98.5","Yes","Likely to churn"
10,"98.5","Yes","Likely to churn"
10,"95.35","Yes","Likely to churn"
10,"95.2","Yes","Likely to churn"
10,"94.9","Yes","Likely to churn"
10,"94.85","Yes","Likely to churn"
10,"92.5","Yes","Likely to churn"
10,"89.8","Yes","Likely to churn"
10,"89.5","Yes","Likely to churn"
10,"86.65","Yes","Likely to churn"
10,"86.45","Yes","Likely to churn"
10,"86.05","Yes","Likely to churn"
10,"85.6","Yes","Likely to churn"
10,"85.55","Yes","Likely to churn"
10,"85.25","Yes","Likely to churn"
10,"84.7","Yes","Likely to churn"
10,"84.6","Yes","Likely to churn"
10,"81","Yes","Likely to churn"
10,"80.7","Yes","Likely to churn"
10,"80.25","Yes","Likely to churn"
10,"80.05","Yes","Likely to churn"
10,"79.95","Yes","Likely to churn"
10,"79.25","Yes","Likely to churn"
10,"74.75","Yes","Likely to churn"
10,"74.15","Yes","Likely to churn"
10,"72.85","Yes","Likely to churn"
10,"72.15","Yes","Likely to churn"
10,"70.3","Yes","Likely to churn"
10,"70.1","Yes","Likely to churn"
10,"70","Yes","Likely to churn"
10,"55.2","Yes","Likely to churn"
10,"45.55","Yes","Likely to churn"
10,"44.85","Yes","Likely to churn"
10,"34.7","Yes","Likely to churn"
10,"33.9","Yes","Likely to churn"
10,"29.65","Yes","Likely to churn"
10,"29.5","Yes","Likely to churn"
9,"100.5","Yes","Likely to churn"
9,"99.45","Yes","Likely to churn"
9,"98.3","Yes","Likely to churn"
9,"95.5","Yes","Likely to churn"
9,"94.85","Yes","Likely to churn"
9,"94.75","Yes","Likely to churn"
9,"94.4","Yes","Likely to churn"
9,"91.75","Yes","Likely to churn"
9,"90.8","Yes","Likely to churn"
9,"89.45","Yes","Likely to churn"
9,"85.35","Yes","Likely to churn"
9,"85.35","Yes","Likely to churn"
9,"85.05","Yes","Likely to churn"
9,"84.45","Yes","Likely to churn"
9,"84.4","Yes","Likely to churn"
9,"83.85","Yes","Likely to churn"
9,"83.3","Yes","Likely to churn"
9,"80.85","Yes","Likely to churn"
9,"80.8","Yes","Likely to churn"
9,"79.9","Yes","Likely to churn"
9,"79.55","Yes","Likely to churn"
9,"79.35","Yes","Likely to churn"
9,"77.65","Yes","Likely to churn"
9,"75.75","Yes","Likely to churn"
9,"74.75","Yes","Likely to churn"
9,"74.65","Yes","Likely to churn"
9,"74.55","Yes","Likely to churn"
9,"74.25","Yes","Likely to churn"
9,"72.9","Yes","Likely to churn"
9,"71","Yes","Likely to churn"
9,"66.25","Yes","Likely to churn"
9,"65","Yes","Likely to churn"
9,"58.5","Yes","Likely to churn"
9,"55.35","Yes","Likely to churn"
9,"54.55","Yes","Likely to churn"
9,"48.75","Yes","Likely to churn"
9,"45.4","Yes","Likely to churn"
9,"45.15","Yes","Likely to churn"
9,"44.95","Yes","Likely to churn"
9,"44.2","Yes","Likely to churn"
9,"40.65","Yes","Likely to churn"
9,"34.7","Yes","Likely to churn"
9,"29.95","Yes","Likely to churn"
9,"24.1","Yes","Likely to churn"
9,"20.25","Yes","Likely to churn"
9,"18.95","Yes","Likely to churn"
8,"105.5","Yes","Likely to churn"
8,"103.35","Yes","Likely to churn"
8,"101.35","Yes","Likely to churn"
8,"101.15","Yes","Likely to churn"
8,"100.85","Yes","Likely to churn"
8,"100.6","Yes","Likely to churn"
8,"100.3","Yes","Likely to churn"
8,"99.65","Yes","Likely to churn"
8,"95.65","Yes","Likely to churn"
8,"94.7","Yes","Likely to churn"
8,"94.45","Yes","Likely to churn"
8,"94.2","Yes","Likely to churn"
8,"94","Yes","Likely to churn"
8,"92.1","Yes","Likely to churn"
8,"87.05","Yes","Likely to churn"
8,"86.55","Yes","Likely to churn"
8,"85.2","Yes","Likely to churn"
8,"84.95","Yes","Likely to churn"
8,"84.9","Yes","Likely to churn"
8,"84.5","Yes","Likely to churn"
8,"84","Yes","Likely to churn"
8,"83.55","Yes","Likely to churn"
8,"81.25","Yes","Likely to churn"
8,"80.65","Yes","Likely to churn"
8,"80.45","Yes","Likely to churn"
8,"80.1","Yes","Likely to churn"
8,"75.75","Yes","Likely to churn"
8,"75","Yes","Likely to churn"
8,"74.5","Yes","Likely to churn"
8,"74.5","Yes","Likely to churn"
8,"71.15","Yes","Likely to churn"
8,"70.1","Yes","Likely to churn"
8,"69.7","Yes","Likely to churn"
8,"51.05","Yes","Likely to churn"
8,"49.85","Yes","Likely to churn"
8,"45.15","Yes","Likely to churn"
8,"30.45","Yes","Likely to churn"
8,"29.4","Yes","Likely to churn"
8,"25.5","Yes","Likely to churn"
8,"20.15","Yes","Likely to churn"
8,"19.75","Yes","Likely to churn"
8,"19.65","Yes","Likely to churn"
7,"101.95","Yes","Likely to churn"
7,"99.8","Yes","Likely to churn"
7,"99.25","Yes","Likely to churn"
7,"98.05","Yes","Likely to churn"
7,"95.6","Yes","Likely to churn"
7,"95.35","Yes","Likely to churn"
7,"95","Yes","Likely to churn"
7,"94.7","Yes","Likely to churn"
7,"94.25","Yes","Likely to churn"
7,"93.85","Yes","Likely to churn"
7,"90.45","Yes","Likely to churn"
7,"89.75","Yes","Likely to churn"
7,"89.5","Yes","Likely to churn"
7,"89.35","Yes","Likely to churn"
7,"86.8","Yes","Likely to churn"
7,"86.5","Yes","Likely to churn"
7,"86.25","Yes","Likely to churn"
7,"85.2","Yes","Likely to churn"
7,"84.8","Yes","Likely to churn"
7,"84.55","Yes","Likely to churn"
7,"81.1","Yes","Likely to churn"
7,"80.3","Yes","Likely to churn"
7,"79.7","Yes","Likely to churn"
7,"79.65","Yes","Likely to churn"
7,"79.3","Yes","Likely to churn"
7,"79","Yes","Likely to churn"
7,"76.45","Yes","Likely to churn"
7,"75.45","Yes","Likely to churn"
7,"75.15","Yes","Likely to churn"
7,"75.1","Yes","Likely to churn"
7,"74.9","Yes","Likely to churn"
7,"74.65","Yes","Likely to churn"
7,"74.65","Yes","Likely to churn"
7,"74.4","Yes","Likely to churn"
7,"73.85","Yes","Likely to churn"
7,"73.75","Yes","Likely to churn"
7,"73.6","Yes","Likely to churn"
7,"70.75","Yes","Likely to churn"
7,"70.1","Yes","Likely to churn"
7,"69.95","Yes","Likely to churn"
7,"69.35","Yes","Likely to churn"
7,"69","Yes","Likely to churn"
7,"59.5","Yes","Likely to churn"
7,"51","Yes","Likely to churn"
7,"49.75","Yes","Likely to churn"
7,"48.7","Yes","Likely to churn"
7,"40.1","Yes","Likely to churn"
7,"34.5","Yes","Likely to churn"
7,"20.05","Yes","Likely to churn"
7,"20","Yes","Likely to churn"
7,"19.25","Yes","Likely to churn"
6,"109.9","Yes","Likely to churn"
6,"105.3","Yes","Likely to churn"
6,"99.95","Yes","Likely to churn"
6,"98.25","Yes","Likely to churn"
6,"98.15","Yes","Likely to churn"
6,"95.75","Yes","Likely to churn"
6,"94.5","Yes","Likely to churn"
6,"93.55","Yes","Likely to churn"
6,"91.1","Yes","Likely to churn"
6,"91","Yes","Likely to churn"
6,"90.1","Yes","Likely to churn"
6,"89.5","Yes","Likely to churn"
6,"89.3","Yes","Likely to churn"
6,"85.35","Yes","Likely to churn"
6,"85.15","Yes","Likely to churn"
6,"84.85","Yes","Likely to churn"
6,"84.4","Yes","Likely to churn"
6,"84.35","Yes","Likely to churn"
6,"84.2","Yes","Likely to churn"
6,"83.9","Yes","Likely to churn"
6,"83.55","Yes","Likely to churn"
6,"82.85","Yes","Likely to churn"
6,"80.5","Yes","Likely to churn"
6,"80.5","Yes","Likely to churn"
6,"79.05","Yes","Likely to churn"
6,"75.5","Yes","Likely to churn"
6,"74.9","Yes","Likely to churn"
6,"74.4","Yes","Likely to churn"
6,"69.25","Yes","Likely to churn"
6,"56.25","Yes","Likely to churn"
6,"55.9","Yes","Likely to churn"
6,"55.3","Yes","Likely to churn"
6,"50.8","Yes","Likely to churn"
6,"49.65","Yes","Likely to churn"
6,"49.15","Yes","Likely to churn"
6,"47.95","Yes","Likely to churn"
6,"44.75","Yes","Likely to churn"
6,"44.6","Yes","Likely to churn"
6,"30.5","Yes","Likely to churn"
6,"19.5","Yes","Likely to churn"
5,"104.1","Yes","Likely to churn"
5,"100.5","Yes","Likely to churn"
5,"99.15","Yes","Likely to churn"
5,"96.5","Yes","Likely to churn"
5,"96.25","Yes","Likely to churn"
5,"96.1","Yes","Likely to churn"
5,"94.85","Yes","Likely to churn"
5,"94.45","Yes","Likely to churn"
5,"93.9","Yes","Likely to churn"
5,"92.5","Yes","Likely to churn"
5,"91.4","Yes","Likely to churn"
5,"90.8","Yes","Likely to churn"
5,"89.8","Yes","Likely to churn"
5,"89.5","Yes","Likely to churn"
5,"89.35","Yes","Likely to churn"
5,"88.9","Yes","Likely to churn"
5,"85.75","Yes","Likely to churn"
5,"85.4","Yes","Likely to churn"
5,"85.4","Yes","Likely to churn"
5,"85.3","Yes","Likely to churn"
5,"85.2","Yes","Likely to churn"
5,"84.85","Yes","Likely to churn"
5,"84.5","Yes","Likely to churn"
5,"83.6","Yes","Likely to churn"
5,"83.15","Yes","Likely to churn"
5,"81.3","Yes","Likely to churn"
5,"81","Yes","Likely to churn"
5,"81","Yes","Likely to churn"
5,"80.6","Yes","Likely to churn"
5,"80.15","Yes","Likely to churn"
5,"80","Yes","Likely to churn"
5,"79.9","Yes","Likely to churn"
5,"78.95","Yes","Likely to churn"
5,"78.75","Yes","Likely to churn"
5,"75.9","Yes","Likely to churn"
5,"75.55","Yes","Likely to churn"
5,"75.55","Yes","Likely to churn"
5,"74.35","Yes","Likely to churn"
5,"70.25","Yes","Likely to churn"
5,"70.05","Yes","Likely to churn"
5,"70","Yes","Likely to churn"
5,"69.95","Yes","Likely to churn"
5,"69.75","Yes","Likely to churn"
5,"69.7","Yes","Likely to churn"
5,"69.05","Yes","Likely to churn"
5,"67.95","Yes","Likely to churn"
5,"54.2","Yes","Likely to churn"
5,"53.85","Yes","Likely to churn"
5,"51","Yes","Likely to churn"
5,"50.6","Yes","Likely to churn"
5,"50.35","Yes","Likely to churn"
5,"49.2","Yes","Likely to churn"
5,"47.15","Yes","Likely to churn"
5,"46","Yes","Likely to churn"
5,"45.7","Yes","Likely to churn"
5,"43.25","Yes","Likely to churn"
5,"40","Yes","Likely to churn"
5,"39.5","Yes","Likely to churn"
5,"28.45","Yes","Likely to churn"
5,"25.9","Yes","Likely to churn"
5,"24.95","Yes","Likely to churn"
5,"21.05","Yes","Likely to churn"
5,"19.85","Yes","Likely to churn"
5,"19.35","Yes","Likely to churn"
4,"105.65","Yes","Likely to churn"
4,"101.7","Yes","Likely to churn"
4,"101.15","Yes","Likely to churn"
4,"100.2","Yes","Likely to churn"
4,"99.8","Yes","Likely to churn"
4,"99.6","Yes","Likely to churn"
4,"98.1","Yes","Likely to churn"
4,"97.95","Yes","Likely to churn"
4,"95.45","Yes","Likely to churn"
4,"94.4","Yes","Likely to churn"
4,"94.3","Yes","Likely to churn"
4,"93.5","Yes","Likely to churn"
4,"91.65","Yes","Likely to churn"
4,"90.05","Yes","Likely to churn"
4,"89.6","Yes","Likely to churn"
4,"89.2","Yes","Likely to churn"
4,"88.95","Yes","Likely to churn"
4,"88.85","Yes","Likely to churn"
4,"88.45","Yes","Likely to churn"
4,"87.1","Yes","Likely to churn"
4,"85.95","Yes","Likely to churn"
4,"85.65","Yes","Likely to churn"
4,"85.65","Yes","Likely to churn"
4,"84.8","Yes","Likely to churn"
4,"84.6","Yes","Likely to churn"
4,"84.05","Yes","Likely to churn"
4,"81","Yes","Likely to churn"
4,"80.85","Yes","Likely to churn"
4,"80.8","Yes","Likely to churn"
4,"80.6","Yes","Likely to churn"
4,"80.35","Yes","Likely to churn"
4,"79.9","Yes","Likely to churn"
4,"79.15","Yes","Likely to churn"
4,"79","Yes","Likely to churn"
4,"78.85","Yes","Likely to churn"
4,"78.45","Yes","Likely to churn"
4,"77.95","Yes","Likely to churn"
4,"77.85","Yes","Likely to churn"
4,"76.65","Yes","Likely to churn"
4,"76.05","Yes","Likely to churn"
4,"75.35","Yes","Likely to churn"
4,"74.95","Yes","Likely to churn"
4,"74.9","Yes","Likely to churn"
4,"74.8","Yes","Likely to churn"
4,"74.65","Yes","Likely to churn"
4,"74.4","Yes","Likely to churn"
4,"74.4","Yes","Likely to churn"
4,"74.35","Yes","Likely to churn"
4,"73.9","Yes","Likely to churn"
4,"73.75","Yes","Likely to churn"
4,"72.2","Yes","Likely to churn"
4,"70.9","Yes","Likely to churn"
4,"70.4","Yes","Likely to churn"
4,"70.2","Yes","Likely to churn"
4,"70.15","Yes","Likely to churn"
4,"70.05","Yes","Likely to churn"
4,"68.65","Yes","Likely to churn"
4,"61.45","Yes","Likely to churn"
4,"60.4","Yes","Likely to churn"
4,"56.5","Yes","Likely to churn"
4,"54.3","Yes","Likely to churn"
4,"51.75","Yes","Likely to churn"
4,"50.9","Yes","Likely to churn"
4,"50.85","Yes","Likely to churn"
4,"50.7","Yes","Likely to churn"
4,"50.4","Yes","Likely to churn"
4,"50.05","Yes","Likely to churn"
4,"49.4","Yes","Likely to churn"
4,"49.35","Yes","Likely to churn"
4,"48.55","Yes","Likely to churn"
4,"46","Yes","Likely to churn"
4,"46","Yes","Likely to churn"
4,"45.65","Yes","Likely to churn"
4,"45.3","Yes","Likely to churn"
